CATEGORY,AREA_CD,AREA_NM,TOT_REG_CD,ADM_NM,ADM_CD,REG_AREA,AREA,RATE,Area to st,Area to _1
인구밀집지역,POI055,홍대입구역(2호선),"1114066020003",서교동,"1114066",55012.15,5480.351,0.100,"411",마포
인구밀집지역,POI055,홍대입구역(2호선),"1114066020001",서교동,"1114066",19704.03,14871.323,0.755,"411",마포
인구밀집지역,POI055,홍대입구역(2호선),"1114066050002",서교동,"1114066",94583.84,35405.758,0.374,"411",마포
인구밀집지역,POI055,홍대입구역(2호선),"1114066070002",서교동,"1114066",89494.50,43558.458,0.487,"411",마포
인구밀집지역,POI056,회기역,"1106071010009",회기동,"1106071",17310.28,17310.285,1.000,"408",동대문
인구밀집지역,POI056,회기역,"1106071010002",회기동,"1106071",55545.29,8364.221,0.151,"408",동대문
인구밀집지역,POI056,회기역,"1106071010005",회기동,"1106071",14539.39,14539.394,1.000,"408",동대문
인구밀집지역,POI056,회기역,"1106071010004",회기동,"1106071",21534.44,18359.266,0.853,"408",동대문
인구밀집지역,POI056,회기역,"1106071010007",회기동,"1106071",18883.35,18883.354,1.000,"408",동대문
인구밀집지역,POI056,회기역,"1106071020006",회기동,"1106071",10570.63,7182.286,0.679,"408",동대문
인구밀집지역,POI056,회기역,"1106071020007",회기동,"1106071",17846.09,4511.534,0.253,"408",동대문
인구밀집지역,POI056,회기역,"1106071020001",회기동,"1106071",46188.65,22063.497,0.478,"408",동대문
인구밀집지역,POI056,회기역,"1106072040006",휘경1동,"1106072",31986.96,30328.680,0.948,"408",동대문
인구밀집지역,POI056,회기역,"1106072040007",휘경1동,"1106072",17479.72,17323.142,0.991,"408",동대문
인구밀집지역,POI056,회기역,"1106072040001",휘경1동,"1106072",9537.08,6222.991,0.653,"408",동대문
인구밀집지역,POI056,회기역,"1106072040014",휘경1동,"1106072",7523.39,7523.387,1.000,"408",동대문
인구밀집지역,POI056,회기역,"1106072040008",휘경1동,"1106072",13624.05,10453.134,0.767,"408",동대문
인구밀집지역,POI056,회기역,"1106072040010",휘경1동,"1106072",9504.07,2369.297,0.249,"408",동대문
인구밀집지역,POI056,회기역,"1106072040013",휘경1동,"1106072",32766.77,28022.930,0.855,"408",동대문
인구밀집지역,POI056,회기역,"1106072050001",휘경1동,"1106072",85236.26,51674.086,0.606,"408",동대문
인구밀집지역,POI056,회기역,"1106073010002",휘경2동,"1106073",17299.54,11372.967,0.657,"408",동대문
인구밀집지역,POI056,회기역,"1106073010009",휘경2동,"1106073",20650.83,10454.121,0.506,"408",동대문
인구밀집지역,POI056,회기역,"1106089060001",이문1동,"1106089",19104.61,5133.088,0.269,"408",동대문
인구밀집지역,POI056,회기역,"1106089060007",이문1동,"1106089",107274.71,5615.046,0.052,"408",동대문
